   #Iter           <M>_x           <M>_y           <M>_z             <M>        M_{stdv}
   20200 -1.84197309E-04  9.42644454E-05  1.36822127E-01  1.36822599E-01  2.62196741E-03
   20300  2.63464994E-04 -4.95935001E-05  1.36851027E-01  1.36851819E-01  2.57095664E-03
   20400  2.10114140E-04 -2.61027441E-05  1.36745521E-01  1.36746004E-01  2.59895574E-03
   20500  9.84660043E-05  6.03956247E-06  1.36768749E-01  1.36769070E-01  2.63784764E-03
   20600  1.21704526E-05  1.19032952E-05  1.36787456E-01  1.36787659E-01  2.60487536E-03
   20700 -8.44000380E-05  5.43508944E-05  1.36990610E-01  1.36990909E-01  2.51121322E-03
   20800  2.05570934E-04  2.21525651E-04  1.36699091E-01  1.36699945E-01  2.66161940E-03
   20900 -2.89323315E-05  8.34780618E-05  1.36737661E-01  1.36737889E-01  2.54799778E-03
   21000 -1.30609697E-04  1.17742184E-04  1.36767683E-01  1.36768213E-01  2.72586603E-03
   21100 -1.22801937E-04  1.56221482E-04  1.36819899E-01  1.36820736E-01  2.53168121E-03
   21200 -1.76119418E-05 -6.40193841E-05  1.36638702E-01  1.36638949E-01  2.80652647E-03
   21300 -1.14146875E-04 -4.50335636E-05  1.36865400E-01  1.36865794E-01  2.84772903E-03
   21400 -1.02990737E-04  6.83209929E-05  1.36668971E-01  1.36669978E-01  2.77000095E-03
   21500  1.81510120E-05 -1.54264489E-04  1.37013270E-01  1.37013794E-01  2.59649703E-03
   21600  4.50543826E-05  7.20884906E-05  1.36615422E-01  1.36615865E-01  2.63758792E-03
   21700  2.23503485E-04 -1.45525626E-05  1.36766806E-01  1.36767419E-01  2.53724920E-03
   21800 -2.73007530E-04 -1.67976808E-04  1.36901560E-01  1.36902123E-01  2.58877713E-03
   21900  4.25533686E-05  9.91319914E-06  1.36949139E-01  1.36949471E-01  2.74864058E-03
   22000 -1.05670712E-05 -5.25351019E-05  1.36765386E-01  1.36765622E-01  2.74327992E-03
   22100 -2.43152357E-05 -2.21724397E-06  1.36762672E-01  1.36762877E-01  2.74282492E-03
   22200  9.96937800E-05 -8.39074222E-05  1.36895040E-01  1.36895572E-01  2.72071593E-03
   22300  8.69708812E-05  2.96008383E-04  1.36940943E-01  1.36941763E-01  2.61930401E-03
   22400  2.77223394E-05 -1.48459354E-05  1.36894708E-01  1.36895305E-01  2.84748999E-03
   22500 -3.31861845E-05  1.24846723E-05  1.36772143E-01  1.36772459E-01  2.63267277E-03
   22600  1.04336008E-04  4.89451324E-05  1.36975839E-01  1.36976025E-01  2.79382004E-03
   22700  1.31640451E-04 -8.49236410E-05  1.36920234E-01  1.36921080E-01  2.68607054E-03
   22800 -3.62763159E-06 -1.21366233E-04  1.36972861E-01  1.36973273E-01  2.64544568E-03
   22900  1.49717852E-04 -4.66093379E-05  1.36729591E-01  1.36730396E-01  2.62626681E-03
